ppr_points,position,opp,dadot,air,yac_d,bltz,bltz_per,hrry,hrry_per,qbkd,qbkd_per,prss,prss_per,mtkl,ybc_wr,ybc_r_wr,yac_wr,yac_r_wr,brktkl_wr,rec_br_wr,drop_wr,drop_per_wr,ybc_rb,ybc_att_rb,yac_rb,yac_att_rb,brktkl_rb,att_br_rb
12.70000000000000000000,WR,JAX,,,,,,,,,,,,,2503,6.5,2623,6.8,30,12.8,29,5,1078,2.8,777,2,30,12.9
4.10000000000000000000,WR,JAX,,,,,,,,,,,,,2503,6.5,2623,6.8,30,12.8,29,5,1078,2.8,777,2,30,12.9
13.80000000000000000000,WR,JAX,,,,,,,,,,,,,2503,6.5,2623,6.8,30,12.8,29,5,1078,2.8,777,2,30,12.9
2.3000000000000000,WR,JAX,,,,,,,,,,,,,2503,6.5,2623,6.8,30,12.8,29,5,1078,2.8,777,2,30,12.9
0.00000000000000000000,RB,JAX,,,,,,,,,,,,,2503,6.5,2623,6.8,30,12.8,29,5,1078,2.8,777,2,30,12.9
15.00000000000000000000,TE,JAX,,,,,,,,,,,,,2503,6.5,2623,6.8,30,12.8,29,5,1078,2.8,777,2,30,12.9
2.30000000000000000000,RB,JAX,,,,,,,,,,,,,2503,6.5,2623,6.8,30,12.8,29,5,1078,2.8,777,2,30,12.9
1.50000000000000000000,TE,JAX,,,,,,,,,,,,,2503,6.5,2623,6.8,30,12.8,29,5,1078,2.8,777,2,30,12.9
2.5000000000000000,RB,JAX,,,,,,,,,,,,,2503,6.5,2623,6.8,30,12.8,29,5,1078,2.8,777,2,30,12.9
8.80000000000000000000,RB,DAL,8.6,2403,1941,121,0.198,77,0.126,50,0.092,166,0.272,112,2116,5.8,1814,4.9,29,12.7,34,5.8,1142,2.9,765,1.9,34,11.6
3.0000000000000000,WR,DAL,8.6,2403,1941,121,0.198,77,0.126,50,0.092,166,0.272,112,2116,5.8,1814,4.9,29,12.7,34,5.8,1142,2.9,765,1.9,34,11.6
12.10000000000000000000,RB,DAL,8.6,2403,1941,121,0.198,77,0.126,50,0.092,166,0.272,112,2116,5.8,1814,4.9,29,12.7,34,5.8,1142,2.9,765,1.9,34,11.6
8.80000000000000000000,TE,DAL,8.6,2403,1941,121,0.198,77,0.126,50,0.092,166,0.272,112,2116,5.8,1814,4.9,29,12.7,34,5.8,1142,2.9,765,1.9,34,11.6
3.6000000000000000,WR,DAL,8.6,2403,1941,121,0.198,77,0.126,50,0.092,166,0.272,112,2116,5.8,1814,4.9,29,12.7,34,5.8,1142,2.9,765,1.9,34,11.6
0.30000000000000000000,RB,DAL,8.6,2403,1941,121,0.198,77,0.126,50,0.092,166,0.272,112,2073,5.4,1984,5.2,21,18.2,33,5.9,726,1.9,902,2.3,28,13.8
1.70000000000000000000,RB,DAL,8.6,2403,1941,121,0.198,77,0.126,50,0.092,166,0.272,112,2116,5.8,1814,4.9,29,12.7,34,5.8,1142,2.9,765,1.9,34,11.6
3.00000000000000000000,TE,DAL,8.6,2403,1941,121,0.198,77,0.126,50,0.092,166,0.272,112,2116,5.8,1814,4.9,29,12.7,34,5.8,1142,2.9,765,1.9,34,11.6
7.00000000000000000000,WR,DAL,8.6,2403,1941,121,0.198,77,0.126,50,0.092,166,0.272,112,2073,5.4,1984,5.2,21,18.2,33,5.9,726,1.9,902,2.3,28,13.8
15.52000000000000000000,QB,DAL,8.6,2403,1941,121,0.198,77,0.126,50,0.092,166,0.272,112,2073,5.4,1984,5.2,21,18.2,33,5.9,726,1.9,902,2.3,28,13.8
13.30000000000000000000,WR,DAL,8.6,2403,1941,121,0.198,77,0.126,50,0.092,166,0.272,112,2073,5.4,1984,5.2,21,18.2,33,5.9,726,1.9,902,2.3,28,13.8
3.40000000000000000000,RB,DAL,8.6,2403,1941,121,0.198,77,0.126,50,0.092,166,0.272,112,2073,5.4,1984,5.2,21,18.2,33,5.9,726,1.9,902,2.3,28,13.8
